"#","No.","Name","Category","Laps","Lead","Lap Tm","Spd","Elapsed Tm","Passing Tm","Hits","Strength","Noise","Photocell Time","Transponder","Backup Tx","Backup Passing Tm"
"134","191","Barry Wilson","Senior","5","5","7:40.979","10.9","36:55.708","14:41:17.145","81","150","20","","391","0",""
"135","192","Brian Yates","Senior","5","5","7:25.752","11.3","37:11.871","14:41:33.308","78","149","20","","392","0",""
"136","164","Tom Blankenstein","Senior","5","5","7:34.910","11.1","37:17.523","14:41:38.960","76","150","19","","364","0",""
"137","186","Stephen Walker","Senior","5","5","7:33.618","11.1","37:19.149","14:41:40.586","84","150","19","","386","0",""
"138","163","John-Paul Baxter","Senior","5","5","7:29.251","11.2","37:24.172","14:41:45.609","80","151","19","","363","0",""
"139","180","Aaron Outhwaite","Senior","4","5","10:02.718","8.4","37:43.907","14:42:05.344","83","153","23","","380","0",""
"140","174","David Lines","Senior","6","6","6:25.446","13.1","37:50.491","14:42:11.928","82","151","24","","374","0",""
"141","165","Jim Cameron","Senior","5","6","7:43.141","10.9","37:52.518","14:42:13.955","76","158","24","","365","0",""
"142","194","Tom Rowntree","Senior","5","6","7:37.665","11.0","37:53.853","14:42:15.290","82","148","24","","394","0",""
"143","175","Gary MacDonald","Senior","6","6","6:33.763","12.8","38:13.048","14:42:34.485","83","153","22","","375","0",""
"144","178","Ewan Mulhern","Senior","5","6","7:51.659","10.7","38:16.660","14:42:38.097","77","175","22","","378","0",""
"145","170","Craig Hamilton","Senior","5","6","8:09.600","10.3","38:50.616","14:43:12.053","82","145","22","","370","0",""
"146","169","Simon Fairfull","Senior","5","6","8:09.921","10.3","38:55.339","14:43:16.776","84","167","23","","369","0",""
"147","184","Mark Shilton","Senior","5","6","7:54.878","10.6","39:02.615","14:43:24.052","83","155","25","","384","0",""
"148","189","Daniel Whitehead","Senior","6","6","6:31.873","12.9","39:38.634","14:44:00.071","82","164","24","","389","0",""
"149","187","Neil Walker","Senior","6","6","6:46.119","12.4","39:56.263","14:44:17.700","83","151","22","","387","0",""
"150","161","Wayne Barr","Senior","6","6","7:03.005","11.9","41:12.403","14:45:33.840","79","152","29","","361","0",""
"151","173","Scott Lindsay","Senior","6","6","7:05.939","11.8","41:13.538","14:45:34.975","84","155","29","","373","0",""
"152","181","Tom Owens","Senior","6","6","6:50.370","12.3","41:16.427","14:45:37.864","76","150","29","","381","0",""
"153","172","Andrew Leitch","Senior","4","6","10:03.629","8.3","41:37.306","14:45:58.743","83","150","25","","372","0",""
"154","193","Ross Young","Senior","4","6","12:29.655","6.7","41:51.871","14:46:13.308","84","158","25","","393","0",""
"155","162","Chris Barr","Senior","5","6","8:48.159","9.5","42:10.689","14:46:32.126","82","152","25","","362","0",""
"156","176","John Mackenzie","Senior","6","6","7:18.020","11.5","42:27.513","14:46:48.950","84","170","17","","376","0",""
"157","185","Steven Turbitt","Senior","6","6","7:22.596","11.4","42:39.083","14:47:00.520","81","151","30","","385","0",""
"158","177","Eoghan Maguire","Senior","6","6","7:10.634","11.7","42:46.113","14:47:07.550","84","169","23","","377","0",""
